code,name,EBITDA마진율(%),차입금의존도(%),차입금/EBITDA(TTM)(배),현금흐름(TTM)/차입금(%),금융비용(천원),자본총계(천원),이자발생부채(천원),C>=5,D<=50,E<=10,F>=10,G/H<=0.75,score,internal_rating,ag3_reason
13406,이퓨쳐,11.79,1.62,0.33,369.02,6488.4,23012607.62,460948.4,1,1,1,1,1,0,AG2,
13438,미원화학,14.28,0.05,0,25710.94,1216511.99,176126404.51,122912.29,1,1,1,1,1,0,AG2,
13458,탑코미디어,15.77,23.6,0.95,116.61,236654.45,32797432.47,13939378.03,1,1,1,1,1,0,AG2,
13479,시디즈,7.67,7.82,1.68,111.64,227678.08,65665579.3,7890072.04,1,1,1,1,1,0,AG2,
13615,원일티엔아이,-50.5,11.91,-1.95,,316922.43,46860761.65,8115255.09,0,1,1,,1,,AG3,재무정보 미제공
13641,아셈스,23.15,27.83,2.61,32.82,1431817.8,74106217.4,32952299.19,1,1,1,1,1,0,AG2,
13648,하림,7.05,42.9,2.97,26.25,10451309,324733095,355366129,1,1,1,1,1,0,AG2,
13649,선진,14.32,43.49,2.7,27.32,28230921.65,623760100.24,644078249.13,1,1,1,1,1,0,AG2,
13654,윈스테크넷,14.37,0.15,0.01,5011.03,45352.21,178178263.9,306400.22,1,1,1,1,1,0,AG2,
13708,나래나노텍,3.82,0.11,0.06,170.95,192291.05,129541773.29,161787.49,0,1,1,1,1,1,AG2,
13731,에스디바이오센서,9.22,10.51,5.89,-73.03,16716165.9,2373940515.31,309614614.23,1,1,1,0,1,1,AG2,
13740,피엔티,12.07,18.63,3.27,31.93,2048872.29,725746010.13,337552059.83,1,1,1,1,1,0,AG2,
13794,넥스트아이,7.12,15.1,-0.57,-192.74,544098.35,47695474.48,16108042.16,1,1,1,0,1,1,AG2,
13795,제이씨케미칼,4.49,58.86,9.99,7.67,2804830.62,143323536.39,232537056.53,0,0,1,0,1,3,AG3,score
13804,메리츠금융지주,11.2,21.3,9.93,9.5,,11796467099.35,30755281016,1,1,1,0,,,AG3,재무정보 미제공
13807,신진에스엠,8.6,17.92,6.33,14.72,424325.78,77639064.84,18512199.59,1,1,1,1,1,0,AG2,
13808,오이솔루션,0.51,24.58,-4.69,-40.49,10008229.59,75628322.32,29317420,0,1,1,0,1,2,AG2,
13836,앤로보틱스,4.25,21.98,15.96,67.77,365867.67,87243124.29,28841131.19,0,1,0,1,1,2,AG2,
13861,나이벡,15.56,15.27,1,83.28,22472.05,47017408.63,9709158.25,1,1,1,1,1,0,AG2,
13893,BNK금융지주,9.99,15.17,20.79,4.77,,11253512390.85,24739998999,1,1,0,0,,,AG3,재무정보 미제공
13913,iM금융지주,6.75,16.83,25.46,3.56,,6435997000,17753319000,1,1,0,0,,,AG3,재무정보 미제공
13948,이마트,7.6,26.76,5.12,18.99,228053339.98,14135226607.25,9333548859,1,1,1,1,1,0,AG2,
13967,키네마스터,15.29,0.58,0.12,1457.44,439702.35,28025759.39,173139.19,1,1,1,1,1,0,AG2,
13999,아주스틸,3.33,54.84,32.49,0.49,12836107.43,136796505.08,567183744.2,0,0,0,0,1,4,AG3,score
14007,서플러스글로벌,-6.33,45.93,-38.2,-5.55,1925587.27,174276883.33,191840776.54,0,1,1,0,1,2,AG2,
14041,메지온,-216.72,12.56,-0.74,-518.04,767808.75,15510939.85,12420533,0,1,1,0,1,2,AG2,
14043,카티스,-50.17,27.29,-28.68,-0.85,144488.45,37855592.01,16374028.44,0,1,1,0,1,2,AG2,
14052,대창스틸,0.76,27.93,13.8,7.27,862504.81,146596868.48,78714841.05,0,1,0,0,1,3,AG3,score
14067,알에스오토메이션,-5.18,17.48,-6.23,-13.14,152573.34,56762018.86,15386427,0,1,1,0,1,2,AG2,
14086,파크시스템스,11.63,25.2,2.34,45.56,2167570.4,229427472.27,93034708.15,1,1,1,1,1,0,AG2,
14100,비아트론,-9.89,0.57,2.56,497.55,485376.73,180695849.25,1175933.2,0,1,1,1,1,1,AG2,
14108,리가켐바이오,-99.98,0.4,-0.02,-5859.96,5642437.73,500521587.54,2602657.69,0,1,1,0,1,2,AG2,
14221,유니트론텍,8.58,45.87,4.53,16.04,15591038.88,158016765.99,194308066,1,1,1,1,1,0,AG2,
14228,녹십자엠에스,5.5,21.31,2.92,41.19,1105307.35,46600091.98,19422037.18,1,1,1,1,1,0,AG2,
14276,모아라이프플러스,-41.49,18.44,-1.56,-94.13,743679.88,31985823.24,8000535,0,1,1,0,1,2,AG2,
14316,아이디스,9.26,12.54,1.69,69.35,2070372.73,350550538.54,60348693,1,1,1,1,1,0,AG2,
14321,핸즈코퍼레이션,1.63,65.19,-113.52,-15.06,23388123.79,64574365.24,481771340.24,0,0,1,0,1,3,AG3,score
14324,사람인,18.9,5.5,0.75,575.12,221358.5,264638720.71,17743941.89,1,1,1,1,1,0,AG2,
14354,영우디에스피,15.88,7.23,0.41,81.35,556824.19,34378060.72,4200000,1,1,1,1,1,0,AG2,
14451,지씨셀,-3.56,30.36,46.76,-249.15,1054014.54,186984434.02,97126731.55,0,1,0,0,1,3,AG3,score
14496,뉴파워프라즈마,17.83,29.34,3.37,25.08,3703423.73,448859332.9,301396071,1,1,1,1,1,0,AG2,
14502,휴젤,45.32,2.52,0.12,538.97,1266616.54,1034684229.61,28559841.4,1,1,1,1,1,0,AG2,
14517,노브랜드,5.8,49.05,10.96,6.5,12104921.43,161641848.62,221104373.79,1,1,0,0,1,2,AG2,
14521,다이나믹디자인,7.32,40.18,13.24,-9.1,2124665.64,45459473,45811306.37,1,1,0,0,1,2,AG2,
14572,덴티움,31.55,31.58,3.23,16.14,7158793.93,589413873.26,311116841.61,1,1,1,1,1,0,AG2,
14599,삼양사,3.46,21.09,4.06,-26.83,11218440.12,1887610439.29,773039228.43,0,1,1,0,1,2,AG2,
14606,율촌,7.95,41.33,8.19,10.72,309985.12,58192702.8,51560932.13,1,1,1,1,1,0,AG2,
14632,비씨엔씨,15.02,47.28,5.46,15.79,1011243.63,79219300.42,85405925.47,1,1,1,1,1,0,AG2,
14776,피엠티,10.38,66.4,-3.76,-34.13,485356.28,10135080.18,40347553,1,0,1,0,1,2,AG2,
14783,제룡산업,35.93,0.12,0.01,9359.03,221047.09,85761435.49,124838,1,1,1,1,1,0,AG2,
14815,세경하이테크,8.37,11.12,1.45,213.83,2441936.86,237498837.53,39012111.75,1,1,1,1,1,0,AG2,
14825,알엔투테크놀로지,-12.7,31,-16.7,-16.25,3006974.32,38288752.96,23122074.24,0,1,1,0,1,2,AG2,
14878,비큐AI,-0.15,1.81,1.21,211.02,6375.27,11260335.63,277162.06,0,1,1,1,1,1,AG2,
14893,에이치와이티씨,-5.77,3.46,-1.89,164.46,333560.45,68099516.09,2772718.62,0,1,1,1,1,1,AG2,
14995,아바텍,15.35,0,,,12390.74,149590607.41,,1,1,,,1,,AG3,재무정보 미제공
14998,하이로닉,19.54,0.16,0.03,6261.84,11974.57,78025538.58,140140.38,1,1,1,1,1,0,AG2,
15090,파수AI,-10.11,2.52,0.15,375.23,24992.48,35148955.46,1139335,0,1,1,1,1,1,AG2,
15186,KG에코솔루션,4.62,22.45,4.14,27.91,44734023.58,3164685126.92,1497108223.82,0,1,1,1,1,1,AG2,
15346,네이블,-34.8,0.02,0,14549.32,2152.87,35195598.89,8673,0,1,1,1,1,1,AG2,
15349,우리이앤엘하루틴,-20.88,9.6,-5.46,-9.89,108456.04,88075142.97,12077835.06,0,1,1,0,1,2,AG2,
15371,옵티팜,-5.62,26.31,-32.09,-4.09,119501.39,24763971.42,10413882,0,1,1,0,1,2,AG2,
15403,아시아종묘,16.43,29.5,6.35,14.44,183897.11,25587077.73,12400004.51,1,1,1,1,1,0,AG2,
15404,다산솔루에타,0.91,32.11,48,34.3,1146973.55,51313144.55,26422509.2,0,1,0,1,1,2,AG2,
15565,와이엠씨,6.67,14.46,1.9,45.3,1070621.31,124378731.23,26250374,1,1,1,1,1,0,AG2,
15566,DSR,12.74,24.29,3.23,34.05,2028974.44,255178293.35,98836685.5,1,1,1,1,1,0,AG2,
15610,엘앤케이바이오,8.45,24.62,7.35,-20.74,996945.55,51807532.78,27497196.85,1,1,1,0,1,1,AG2,
15843,아톤,8.79,24.02,3.06,20.3,1567270.29,105179536.73,38697744,1,1,1,1,1,0,AG2,
15901,아스플로,7.06,46.64,-41.6,-6.44,844923.65,51008589.96,60540474.37,1,1,1,0,1,1,AG2,
15958,제로투세븐,8.31,0.92,0.17,1159.05,3734649.7,81297949.75,854493.62,1,1,1,1,1,0,AG2,
16019,하이젠알앤엠,-15.14,15.89,-3.38,-20.39,263650.11,104619814.64,25843209.31,0,1,1,0,1,2,AG2,
16055,NEW,-3.85,33.41,37.45,1.54,950056.83,121110642.91,84266325.56,0,1,0,0,1,3,AG3,score
16098,싸이맥스,13.08,0.12,0.01,206.92,691649.82,193994606.94,276145,1,1,1,1,1,0,AG2,
16100,애경케미칼,5.01,37.1,12.1,9.47,7034666,716334689,559771133,1,1,0,0,1,2,AG2,
16139,한국타이어앤테크놀로지,9.54,23.69,1.96,37.68,166484196.74,14892391308.3,6627735473,1,1,1,1,1,0,AG2,
16158,필옵틱스,-32.88,23.29,-2.93,-36.9,8168415.47,180608189.93,88030307.89,0,1,1,0,1,2,AG2,
16189,한국콜마,14.72,36.26,3.65,24.44,12406415.57,1698565977.98,1333010355.48,1,1,1,1,1,0,AG2,
16230,신스틸,1.29,35.67,18.82,3.01,3561256.15,85425809.17,84484761.67,0,1,0,0,1,3,AG3,score
16328,에어레인,29.28,23.12,4.41,37.09,615413.48,70659628.63,26315002.03,1,1,1,1,1,0,AG2,
16356,동일고무벨트,9.49,15.66,1.96,45.94,3632720.47,246901891.86,57465601.54,1,1,1,1,1,0,AG2,
16373,핑거,0.68,8.74,2.01,27.2,310279.28,46369070.32,5688434,0,1,1,1,1,1,AG2,
16609,하나머티리얼즈,32.16,17.66,1.28,57.12,961413.13,485301368.93,125288917.28,1,1,1,1,1,0,AG2,
16648,코아스템켐온,-116.2,35.48,-1.93,-64.51,1086619.13,48146756.11,37454815.93,0,1,1,0,1,2,AG2,
16833,내츄럴엔도텍,2.19,24.46,-4.83,-35.28,121687.2,23176999.48,8732465.83,0,1,1,0,1,2,AG2,
16836,펨트론,-6.16,28.77,4.88,-4.75,1341820.91,28887525.76,32473022.82,0,1,1,0,1,2,AG2,
16933,엠브레인,-2.53,12.08,,,98529.86,28356664.34,5481653.32,0,1,,,1,,AG3,재무정보 미제공
17003,현대공업,7.11,5.4,0.73,142.66,148015.93,165133898.16,15363901.9,1,1,1,1,1,0,AG2,
17079,파이오링크,-8.35,1.78,0.24,695.61,42427.09,81802443.11,1692557.59,0,1,1,1,1,1,AG2,
17090,동아에스티,7.7,36.32,10.83,3.07,8646312.66,681823758.63,492213554.47,1,1,0,0,1,2,AG2,
17092,엘티씨,20.82,24.32,2.04,40.26,852461.13,240110584.59,98370947.48,1,1,1,1,1,0,AG2,
17101,램테크놀러지,9.19,57.17,26.15,-8.37,623533.51,40999088.98,62822473.63,1,0,0,0,1,3,AG3,score
17109,선익시스템,18.05,14.61,0.57,117.6,46111643.99,184643218.02,68055437,1,1,1,1,1,0,AG2,
17112,라이온켐텍,12.91,6.67,0.57,133,306547.84,140494285.62,11157908,1,1,1,1,1,0,AG2,
17267,에이엘티,34.63,47.87,5.2,16.26,1758576.86,91243544.56,93328605.54,1,1,1,1,1,0,AG2,
17313,오파스넷,4.63,12.64,1.07,76.64,428261.33,63504154.6,17398483.84,0,1,1,1,1,1,AG2,
17394,에프엔씨엔터,7.84,17.04,2.09,-3.38,730056.37,22294406.5,19680250.51,1,1,1,0,1,1,AG2,
17490,앱클론,-655.29,10.85,-0.53,-189.37,82575.66,58275814.11,7424761,0,1,1,0,1,2,AG2,
17514,휴먼테크놀로지,-23.87,9.76,-0.64,-197.04,140435.77,42393103.59,5896761.74,0,1,1,0,1,2,AG2,
17525,아이큐어,3.45,34.38,-8.84,-75.01,484094.46,23788755.44,28884436.92,0,1,1,0,1,2,AG2,
17533,JB금융지주,20.41,23.2,16.16,5.24,,6192946000,17163838000,1,1,0,0,,,AG3,재무정보 미제공
17675,듀켐바이오,37.45,28.93,1.41,76.9,389992.38,50112352.19,22331410.68,1,1,1,1,1,0,AG2,
17735,베셀,-0.24,19.72,-10.6,113.18,1224924.26,40121495.69,11307477,0,1,1,1,1,1,AG2,
17783,파버나인,7.44,40.25,6.32,5.6,2064465.31,72772464.75,64832222.08,1,1,1,0,1,1,AG2,
17790,쓰리에이로직스,9.63,27.43,-18.37,-7.6,203424.57,47876617.51,18901054.63,1,1,1,0,1,1,AG2,
17832,서진시스템,-1.22,46.47,20.66,-1.35,63327179.65,829345010.05,1191564718,0,1,0,0,1,3,AG3,score
17878,일월지엠엘,-11.1,0.89,0.16,385.51,14264.58,37820428.7,413774.17,0,1,1,1,1,1,AG2,
17892,PI첨단소재,35.43,10.11,0.58,84.74,2231842.11,355383355.57,47758189.07,1,1,1,1,1,0,AG2,
17929,엠아이텍,33.46,4.62,0.27,668.33,1286074.86,126912269.89,6751369.62,1,1,1,1,1,0,AG2,
17953,애드바이오텍,-27.44,33.19,-4.11,-52.93,5941550.99,13570952.58,14127289.67,0,1,1,0,1,2,AG2,
17990,유티아이,-169.72,38.42,-2.41,-41.53,3379258.06,56425380.88,88587531.69,0,1,1,0,1,2,AG2,
18040,DXVX,-71.96,12.88,-0.71,-80.95,1460281.81,90787805.41,14864783,0,1,1,0,1,2,AG2,
18064,한진칼,24.63,10.86,24.96,32.65,4581342,3503471831,456288035,1,1,0,1,1,1,AG2,
18171,NHN,8.78,12.22,1.7,53.36,11343773.09,1798448828.76,409552985.27,1,1,1,1,1,0,AG2,
18236,큐브엔터,-21.96,2.12,-1.61,18.48,1559642.89,163376317.46,5522583,0,1,1,1,1,1,AG2,
18240,엔케이젠바이오텍코리아,-62.93,35.01,-1.54,4.93,545505.58,6168660.75,4612673.35,0,1,1,0,1,2,AG2,
18319,아세아시멘트,14.2,33.69,4.26,15.89,7698070,1098985548,725884137,1,1,1,1,1,0,AG2,
18330,코미코,22.76,53.34,4.13,26.41,5044921.16,381633098.23,640143770.23,1,0,1,1,1,1,AG2,
18349,엔지켐생명과학,-18.13,3.54,-0.47,-302.57,50036.01,150003420.18,5700941.25,0,1,1,0,1,2,AG2,
18423,SGA솔루션즈,5.81,28.02,2.07,49.7,2244521.53,52556469.31,41242043.64,1,1,1,1,1,0,AG2,
18549,아이진,-277.74,3.9,-0.29,-523.65,111245.57,50920976.49,2525929.27,0,1,1,0,1,2,AG2,
18575,종근당,5.73,20.09,2.89,44.56,2537515.93,1028779866.01,368004662.11,1,1,1,1,1,0,AG2,
18623,그린플러스,4.29,45.07,14.02,-19.31,457426.14,37414021.21,43986082.82,0,1,0,0,1,3,AG3,score
18722,디티앤씨,9.2,32.78,5.39,18.3,10977516.46,112488270.08,85964580.28,1,1,1,1,1,0,AG2,
18727,신화콘텍,16.11,12.03,1.89,27.15,1060850.31,72490135.06,11353048.32,1,1,1,1,1,0,AG2,
18742,HLB제넥스,8.61,33.58,7.79,61.51,3181109.17,53432883.87,45702461.76,1,1,1,1,1,0,AG2,
18766,페니트리움바이오,-94.46,12.58,-0.97,-162.86,58335.94,31894712.4,5346703.83,0,1,1,0,1,2,AG2,
18779,나노,-0.65,32.54,4.3,12.16,345291.27,37989635.27,33595126,0,1,1,1,1,1,AG2,
18787,디바이스,41.9,9.57,0.65,164.34,195949.88,167859751.96,21500000,1,1,1,1,1,0,AG2,
18804,바이오포트,6.52,18.6,6.96,,123898.45,41176625.69,11234082.72,1,1,1,,1,,AG3,재무정보 미제공
18826,세니젠,-19.33,35.7,-1.01,-178.6,36569.53,1588707.75,3450144.57,0,1,1,0,1,2,AG2,
18930,인텔리안테크,11.93,30.35,3.13,43.27,2325304.86,279643602.87,157203163.28,1,1,1,1,1,0,AG2,
18933,씨이랩,-151.23,1.26,-0.1,-490.49,8487.92,23410259.57,326818.11,0,1,1,0,1,2,AG2,
18969,포시에스,3.43,0,,,194741.12,80037910.36,,0,1,,,1,,AG3,재무정보 미제공
18986,서전기전,-55.91,0.46,-0.03,161.38,6040.73,34282931.76,238479,0,1,1,1,1,1,AG2,
18998,흥국에프엔비,13.62,53.31,9.14,11.56,1149372.65,102641542.39,132516124.17,1,0,1,1,1,1,AG2,
19051,나무가,7,11.47,0.83,111.53,285162.1,170536772.4,30405577.06,1,1,1,1,1,0,AG2,
19065,코리아에셋투자증권,-0.48,2.49,2.63,23.48,,96792445.98,31614212,0,1,1,1,,,AG3,재무정보 미제공
19141,육일씨엔에쓰,8,43.84,-213.03,13.61,286351.32,24443954.16,25773289.21,1,1,1,1,1,0,AG2,
19142,테고사이언스,-144.15,22.25,-3.44,-84.55,554913.44,48317115.78,16696023.08,0,1,1,0,1,2,AG2,
19208,더블유게임즈,36.62,1.09,0.08,988.69,2356361.91,1775459914.14,21890978.6,1,1,1,1,1,0,AG2,
19225,케이사인,13.89,34.05,8.73,10.82,584516.23,116394411.42,63406254.05,1,1,1,1,1,0,AG2,
19239,윈하이텍,-17.54,43.27,-14.78,-11.13,741843.31,68712261.34,64541672.61,0,1,1,0,1,2,AG2,
19240,쿠쿠홀딩스,9.45,5.83,0.78,314.94,1805298.91,1320242808.94,94186403.63,1,1,1,1,1,0,AG2,
19241,오늘이엔엠,-2.44,3.75,-31.02,-1659.7,848102.07,5160472.88,2501425,0,1,1,0,1,2,AG2,
19244,슈피겐코리아,11.62,2.86,0.4,248.93,2716461.53,552083148.47,17048016.33,1,1,1,1,1,0,AG2,
19265,드림텍,4.48,28.44,3.69,21.01,17105898.75,475513845.04,252588515.21,0,1,1,1,1,1,AG2,
19282,코스맥스,10.74,39.74,3.65,26.04,18251108.83,645788773.85,999760133,1,1,1,1,1,0,AG2,
19325,링크드,-80.81,10.65,-1.42,-60.22,699739.33,60331789.53,8852298,0,1,1,0,1,2,AG2,
19437,제이에스코퍼레이션,11.74,42.57,5.04,12.5,18760647.26,607500631.67,826782251,1,1,1,1,1,0,AG2,
19448,데브시스터즈,-24.85,18.02,-5.22,-12.74,943126.7,154779836.38,52782375.67,0,1,1,0,1,2,AG2,
19470,노바렉스,13.75,6.93,0.45,208.48,1293714.08,260640668.53,25870603.73,1,1,1,1,1,0,AG2,
19550,마니커에프앤지,4.41,21.87,3.99,23.44,253282.33,79745288.74,26825074,0,1,1,1,1,1,AG2,
19587,해성디에스,13.69,25.67,1.99,49.24,1995103.33,559087288.51,230477758,1,1,1,1,1,0,AG2,
19594,HK이노엔,12.83,24.32,3.06,27.62,4468206.81,1337361224.97,502842098.5,1,1,1,1,1,0,AG2,
19599,에이비프로바이오,-23.45,19.1,-2.3,-224.63,138557.67,56884699.88,15126740.58,0,1,1,0,1,2,AG2,
19617,알테오젠,58.94,13.85,1.09,123.76,3106741.31,512858119.59,101033428.47,1,1,1,1,1,0,AG2,
19630,HLB펩,-79.56,33.65,-3.19,2.21,1277697.38,22977369.07,17028891.91,0,1,1,0,1,2,AG2,
19645,코아시아씨엠,6.83,32.12,2.75,30.84,537433.63,70884289.61,50496847.64,1,1,1,1,1,0,AG2,
19649,디에이테크놀로지,-119.77,8.79,-0.42,-217.97,194720.27,-12605986.13,2894977.97,0,1,1,0,1,2,AG2,
19670,웹스,12.32,39.89,3.76,22.94,398157.87,42255348.03,29706315.01,1,1,1,1,1,0,AG2,
19714,디지캡,-5.6,5.22,-2.61,20.7,126081.12,55574081.39,3773867,0,1,1,1,1,1,AG2,
19808,캐프,13.15,23.54,1.77,47.05,617806.65,142194331.87,54230050.54,1,1,1,1,1,0,AG2,
19844,강동씨앤엘,10.52,13.8,3.68,13.34,1279943.95,132458482,58559338,1,1,1,1,1,0,AG2,
19894,한주라이트메탈,8.22,48.44,6.02,11.7,2331098.61,46395775.59,97258904.28,1,1,1,1,1,0,AG2,
19943,케이엔알시스템,-119.26,40.26,-3.71,-44.18,239366.16,25235115.38,24370948.72,0,1,1,0,1,2,AG2,
19948,뱅크웨어글로벌,-3.01,12.82,-4.8,14.33,101762.21,17500124.26,5765826.23,0,1,1,1,1,1,AG2,
19955,레이저옵텍,-24.27,31.35,-1.11,-73.1,240609.76,20880395.4,11066150.45,0,1,1,0,1,2,AG2,
19973,바이오인프라,-27.46,36.84,-4.25,-54.65,95508.66,12539215.27,12700000,0,1,1,0,1,2,AG2,
19980,툴젠,-1063,0.33,-0.01,-489.16,12878.81,53170408.17,189225.52,0,1,1,0,1,2,AG2,
19982,제일일렉트릭,7.5,14.85,2.02,47.12,1019604.87,159345511.62,35187693.07,1,1,1,1,1,0,AG2,
20013,콜마비앤에이치,10.6,25.33,2.87,9.37,2746540.99,377344958.68,150355870.04,1,1,1,0,1,1,AG2,
20023,텔콘RF제약,-2.54,26.48,7,-7.04,13501606.4,97423179.39,39822825.37,0,1,1,0,1,2,AG2,
20035,아티스트스튜디오,-20.18,0.88,-0.24,-196.19,11266.86,49361314.73,489750.42,0,1,1,0,1,2,AG2,
20047,에이팩트,-6.27,51.6,6.19,15.85,1736417.45,66838721.45,96685769.59,0,0,1,1,1,2,AG2,
20067,휴메딕스,27.65,0.29,0.02,3387.79,2170652.6,310603926.55,978060.84,1,1,1,1,1,0,AG2,
20071,에이디테크놀로지,4.47,24.68,6.8,18.99,1438938.44,137092717.86,77644927.56,0,1,1,1,1,1,AG2,
20078,비씨월드제약,19.58,50.41,6.95,8.71,1122706.07,72358171.09,87332445,1,0,1,0,1,2,AG2,
20088,서연이화,8.22,26.8,2.55,33.61,20812287.88,1309438988.37,912263548.33,1,1,1,1,1,0,AG2,
20149,미투온,24.07,3.81,0.54,62.57,884521.31,253091004.3,10635967.02,1,1,1,1,1,0,AG2,
20340,에이비온,-1104.89,12.29,-0.45,-189.96,201322.98,61863798.64,9071599.18,0,1,1,0,1,2,AG2,
20345,유니온바이오메트릭스,-5.02,16.13,22.47,27.52,66915.33,40735868.61,10302278,0,1,0,1,1,2,AG2,
20365,드림시큐리티,23.2,66.98,3.96,23.94,5314784.7,148514540.78,410560280.76,1,0,1,1,1,1,AG2,
20369,아크솔루션스,-5.19,27.41,-2.55,-44.44,143118.58,24868031.43,10884128.67,0,1,1,0,1,2,AG2,
20402,그리티,4.44,31.87,4.01,25.28,1278233.9,81946818.77,47508929.51,0,1,1,1,1,1,AG2,
20427,제이앤티씨,2.41,48.38,-10.69,-12.82,3241447.55,241278298.34,278609523.58,0,1,1,0,1,2,AG2,
20432,HL만도,8.06,28.46,2.81,21.85,31238800.41,2998882699.69,2066089795.82,1,1,1,1,1,0,AG2,
20461,티쓰리,28.48,0.38,0.02,4899.82,45101.44,113182493.17,500321.28,1,1,1,1,1,0,AG2,
20462,글로벌텍스프리,18.02,1.18,0.07,1139.54,45583.54,154790352.52,2259251,1,1,1,1,1,0,AG2,
20484,지엘팜텍,3.42,42.43,19.37,3.79,178346.15,19798858.44,20624076.9,0,1,0,0,1,3,AG3,score
20510,엑셈,-13.65,0.21,0.04,3788.9,2002102.84,122346435.24,285151.92,0,1,1,1,1,1,AG2,
20547,휴마시스,-9.71,3.5,-1.78,-95.55,535775.66,235484150.83,11429282.99,0,1,1,0,1,2,AG2,
20550,넥써쓰,1.13,40.09,10.77,-20.5,1095164.03,35518990.63,32449652.09,0,1,0,0,1,3,AG3,score
20640,베노티앤알,-188.19,2.35,-0.62,-485.3,1869804.25,67971350.92,1732093.41,0,1,1,0,1,2,AG2,
20656,덱스터,-14.8,32.35,-639.43,-0.76,524579.22,38974327.16,32561133.78,0,1,1,0,1,2,AG2,
20664,바디텍메드,21.51,4.64,0.36,333.29,736717.58,255098928.2,13736839.15,1,1,1,1,1,0,AG2,
20665,유바이오로직스,30.34,0.33,0.01,1163.74,397367.81,179718555.65,764680,1,1,1,1,1,0,AG2,
20776,미스터블루,7.54,12.69,4.08,-205.8,51935.53,41964595.8,8721673.31,1,1,1,0,1,1,AG2,
20794,삼성바이오로직스,53.72,9.96,0.44,186.91,22106807.61,7922835735.74,1194488083.38,1,1,1,1,1,0,AG2,
20814,정다운,10.47,34.03,5.02,19.2,669932.88,126328178.04,75283182,1,1,1,1,1,0,AG2,
20835,지란지교시큐리티,-14.16,13.37,3.4,16.86,119800.59,64590833.8,11286622,0,1,1,1,1,1,AG2,
20837,셀바스헬스케어,13.86,1.55,1.31,867.11,106764.75,84434878.53,1425217.48,1,1,1,1,1,0,AG2,
20864,썸에이지,-89.76,2.87,-0.07,-1193.5,7065.3,11834116.2,373455.09,0,1,1,0,1,2,AG2,
20871,포톤,4.35,22.53,2.98,12.22,193356.59,48839120.35,20415674.66,0,1,1,1,1,1,AG2,
20886,다산디엠씨,7.62,27.25,7.11,,641784.69,58146306.04,31178593.64,1,1,1,,1,,AG3,재무정보 미제공
20964,와이제이링크,12.9,27.39,18.89,13.12,1075127.74,79800664.86,34804807.11,1,1,0,1,1,1,AG2,
21012,캔버스엔,-1,60.37,-28.09,-38.87,956889.79,9336116.1,22623257.64,0,0,1,0,1,3,AG3,score
21054,디와이파워,14.62,0.23,0.02,1188.57,1536003.28,322182401.54,935599.25,1,1,1,1,1,0,AG2,
21098,SK디앤디,-8.15,56.55,22.96,-0.8,12499071.22,557006388.89,830769866.22,0,0,0,0,1,4,AG3,score
21105,인카금융서비스,10.16,4.22,0.37,193.48,491950,219627998,43760073,1,1,1,1,1,0,AG2,
21127,AP위성,-56.28,0.26,-0.06,-882.45,152832.47,102982551.07,324668.86,0,1,1,0,1,2,AG2,
21256,네오오토,10.45,7.99,0.71,145.51,56057.97,139524001.33,17501189.65,1,1,1,1,1,0,AG2,
21271,아이에스티이,11.99,45.32,-6.1,-11.14,169170.12,21917933.71,28450195.51,1,1,1,0,1,1,AG2,
21342,덕산네오룩스,30.11,18.38,1.55,75.02,2444385.56,487695651.1,134254977,1,1,1,1,1,0,AG2,
21350,한솔제지,5.45,41.93,7.52,9.07,17934059.33,694985706.25,877817305.24,1,1,1,0,1,1,AG2,
21415,클래시스,47.09,17.76,0.77,128.39,2423691.21,529290461.59,142074886.79,1,1,1,1,1,0,AG2,
21418,헥토이노베이션,16.94,3.26,0.39,192.1,1233048.94,362053475.25,27056115.9,1,1,1,1,1,0,AG2,
21426,라파스,4.9,47.8,39.55,-1.51,814645.78,29851205.38,34542304.56,0,1,0,0,1,3,AG3,score
21427,FSN,5.84,28.85,2.87,-11.34,3271261.34,102249181.42,94451931.09,1,1,1,0,1,1,AG2,
21432,이노션,10.5,10.03,1.19,69.61,5040835.12,1128854893.4,277040246,1,1,1,1,1,0,AG2,
21433,금호에이치티,5.36,10.77,2.54,-23.01,655052.58,289291031.58,42362082.7,1,1,1,0,1,1,AG2,
21437,케어젠,50.37,0,,,151689.19,214466240.24,,1,1,,,1,,AG3,재무정보 미제공
21439,경보제약,6.49,42.18,8.06,11.58,1732657.59,144291571.03,143028788.51,1,1,1,1,1,0,AG2,
21442,토니모리,11.03,28.54,3.13,29.45,608349.11,127182216.59,66358263.51,1,1,1,1,1,0,AG2,
21443,아이쓰리시스템,17.9,4.46,0.44,236.19,144538.53,141332977.52,8854856.58,1,1,1,1,1,0,AG2,
21445,파마리서치,42.09,19.76,0.88,92.63,6961798.2,732476193.9,214440243.24,1,1,1,1,1,0,AG2,
21461,롤링스톤,-9.16,15.96,-0.31,-427.86,291994.08,13171486.51,2866068.07,0,1,1,0,1,2,AG2,
21468,디알텍,6.53,43.28,424.81,-10.6,4115924.73,76203617.23,88772878.91,1,1,0,0,1,2,AG2,
21500,골프존,21.15,10.74,0.72,64.29,833164.72,429546149.68,68170609.6,1,1,1,1,1,0,AG2,
21509,솔디펜스,-6.33,4.04,8.12,,1098093.69,50852995.1,2404953.07,0,1,1,,1,,AG3,재무정보 미제공
